RLOI_ID|Value|Units|Location (Longtitude| Latitude)|ThresholdComment|Short Name|Description|Type|ObsFloodYear|ObsFloodMonth|Source
3110|1.716|mALD|-3.804692|51.051904|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at North Molton|Flooding at North Molton|Location Impact|2016|November|Flood Resiliance
3110|1.716|mALD|-3.829515|51.017086|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at South Molton|Flooding at South Molton|Location Impact|2016|November|Flood Resiliance
3110|1.716|mALD|-3.818994|50.984353|Past event: flooding recorded in: North Molton (not Fish Farm), South Molton and Alswear.|Flooding at Alswear|Flooding at Alswear|Location Impact|2016|November|Flood Resiliance
3110|1.98|mALD|-3.823972|51.016828|Past event:15 people rescued from Mill on the Mole Residential Park. Flooding at various locations.|Property flooding Mill on the Mole|Flooding at multiple locations  |Location Impact|2012|December|Flood Resiliance
3110|1.98|mALD|-3.823972|51.016828|Past event:15 people rescued from Mill on the Mole Residential Park. Flooding at various locations.|Property flooding Mill on the Mole|Flooding to property at Mill on the Mole|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-3.984991|50.996916|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Umberleigh|Flooding to properties at Umberleigh|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-4.048429|51.053568|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Property flooding Bishops Tawton|Flooding to properties at Bishops Tawton|Property Impact|2012|December|Flood Resiliance
3106|4.57|mALD|-3.982754|50.996732|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Flooding of railway line|Flooding of railway line|Rail Impact|2012|December|Flood Resiliance
3106|5|mALD|-3.984991|50.996916|Past event: property flooding in Umberleigh (15x) and Bishops Tawton (10x). Railway flooded.|Property flooding Umberleigh|Flooding to properties at Umberleigh|Property Impact|2000|October|Flood Resiliance
3106|5|mALD|-4.048429|51.053568|Past event: property flooding in Umberleigh (15x) and Bishops Tawton (10x). Railway flooded.|Property flooding Bishops Tawton|Flooding to properties at Bishops Tawton|Property Impact|2000|October|Flood Resiliance
3106|5|mALD|-3.982754|50.996732|Past event: property flooding at Umberleigh (14x) and Bishops Tawton (14x). Railway overtopped.|Flooding of railway line|Flooding of railway line|Rail Impact|2000|October|Flood Resiliance
3103|3.87|mALD|-4.152898|50.947848|Taddiport: Buckingham House flooded to 5' depth, Weare Giffard: properties flooded|Property flooding Taddiport|Flooding to property at Taddiport|Property Impact|2012|November|Flood Resiliance
3103|3.87|mALD|-4.171203|50.976233|Weare Giffard: properties potected by IPP|Property flooding Taddiport|Flooding to properties at Weare Giffard|Property Impact|2012|November|Flood Resiliance
3103|4.37|mALD|-4.152898|50.947848|Taddiport: x3 properties flooded, Weare Giffard: 2 properties flooded|Property flooding Weare Giffard|Flooding to property at Taddiport|Property Impact|2000|October|Flood Resiliance
3103|4.37|mALD|-4.171203|50.976233|Taddiport: x3 properties flooded, Weare Giffard: 2 properties flooded|Property flooding Weare Giffard|Flooding to properties at Weare Giffard|Property Impact|2000|October|Flood Resiliance
3098|3.57|mALD|-3.905178|50.904871|Past event: property flooding recorded at Bridge Reeve.|Property flooding Bridge Reeve|Flooding to property at Bridge Reeve|Property Impact|2004|December|Flood Resiliance
3351|1.55|mALD|-4.160452|51.107116|Braunton Flood Defences expected to overtop.|Defence at Braunton|Flood defences close to overflowing at Braunton|Defence Impact|||Flood Resiliance
3096|2.121|mALD|-3.829515|51.017086|Past event: 13x properties, caravans, STW flooded in S.Molton, 4x properties flooded in Alswear.|Flooding at South Molton|Flooding to properties at South Molton|Property Impact|2012|December|Flood Resiliance
3096|2.121|mALD|-3.818994|50.984353|Past event: 13x properties, caravans, STW flooded in S.Molton, 4x properties flooded in Alswear.|Flooding at Alswear|Flooding to properties at Alswear|Property Impact|2012|December|Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Village Hall|Flooding at Village Hall|Location Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Church Lane|Flooding at Church Lane|Road Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Coursers Bridge|Flooding at Coursers Bridge|Location Impact|||Flood Resiliance
7177|1.754|mALD|-0.237407|51.72653|Out of Banks flooding Village Hall, Church Lane, Coursers Bridge, Park Lane|Flooding at Park Lane|Flooding at Park Lane|Road Impact|||Flood Resiliance
7177|2.351|mALD|-0.237407|51.72653|Gate failure would result in property flooding.Garden flooding in Park Lane.|Flooding at Park Lane|Flooding to gardens at Park Lane|Location Impact|||Flood Resiliance
7179|1.694|mALD|-0.289756|51.719376|Barnet Road Bridge out of banks|Flooding at Barnet Road bridge|Flooding at Barnet Road bridge|Location Impact|||Flood Resiliance
7179|1.99|mALD|-0.288004|51.721468|Waterside London Colney Bridge out of banks|Flooding at London Colney bridge|Flooding at Waterside London Colney bridge|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291327|51.718992|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Waterside|Flooding at Waterside|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.285714|51.720544|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Lowbell Lane|Flooding at Lowbell Lane|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.29056|51.71982|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at The Vicarage|Flooding at The Vicarage|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.299885|51.716368|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Shenley Lane|Flooding at Shenley Lane|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291271|51.719225|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at Burr Close|Flooding at Burr Close|Location Impact|||Flood Resiliance
7179|2.554|mALD|-0.291109|51.7198|Flooding at Waterside, Lowbell Lane, The Vicarage, Shenley Lane, Burr Close, High Street Bridge|Flooding at High Street bridge|Flooding at High Street bridge|Road Impact|||Flood Resiliance
7184|1.429|mALD|-0.388478|51.653925|Car park flooding of Premier Inn, Water Lane. Electricity substation at Bushey Mill Lane surrounded by water|Flooding at Water Lane|Flooding to car park on Water Lane|Location Impact|||Flood Resiliance
7189|0.57|mALD|-0.619873|51.701619|Garden and road flooding Missedon Road|Flooding at Missedon Road|Flooding to gardens and roads at Missedon Road|Road Impact|||Flood Resiliance
7194|0.269|mALD|-0.705024|51.701304|Flooding High Street and Recreational Ground|Flooding at High Street  |Flooding at High Street  |Road Impact|||Flood Resiliance
7194|0.269|mALD|-0.704155|51.702893|Flooding High Street and Recreational Ground|Flooding at Recreational Ground|Flooding at recreational ground|Location Impact|||Flood Resiliance
7204|2.155|mALD|-0.422007|51.580365|Internal flooding Brook Drive|Property flooding Brook Drive|Flooding to properties on Brook Drive|Property Impact|||Flood Resiliance
7205|1.017|mALD|-0.483799|51.541213|Garden, Road flooding The Lynch, Austin Waye, Rockingham Road|Flooding at Austin Waye|Flooding to gardens and roads at Austin Waye, Rockingham Road|Road Impact|||Flood Resiliance
7205|1.017|mALD|-0.485139|51.544596|Garden, Road flooding The Lynch, Austin Waye, Rockingham Road|Flooding at Rockingham Road|Flooding at Rockingham Road|Road Impact|||Flood Resiliance
7286|1.698|mALD|-0.245279|51.591031|Flooding to properties Colindeep Lane, Rushgrove Avenue Garden|Property flooding Colindeep Lane|Flooding to properties at Colindeep Lane|Property Impact|||Flood Resiliance
7286|2.201|mALD|-0.252463|51.5932|Property Flooding in Ajax Avenue, Colinedale Lane, Ross Court, Hanover Court|Property flooding Ajax Avenue|Flooding to properties at Ajax Avenue, Colinedale|Property Impact|||Flood Resiliance
7287|2.092|mALD|-0.313918|51.58672|Observed. Property flooding in Becmead Avenue and Kenmore Avenue|Property flooding Becmead Avenue|Flooding to properties at Becmead Avenue|Property Impact|||Flood Resiliance
7287|2.092|mALD|-0.320895|51.593419|Observed. Property flooding in Becmead Avenue and Kenmore Avenue|Property flooding Kenmore Avenue|Flooding to properties at Kenmore Avenue|Property Impact|||Flood Resiliance
7287|1.246|mALD|-0.320535|51.600827|Kenton Lane, Alicia Avenue Garden flooding from surface water and fluvial|Property flooding Kenton Lane|Flooding to gardens at Kenton Lane|Property Impact|||Flood Resiliance
7287|1.246|mALD|-0.308974|51.588101|Kenton Lane, Alicia Avenue Garden flooding from surface water and fluvial|Property flooding Alicia Avenue|Flooding to gardens at Alicia Avenue|Property Impact|||Flood Resiliance
7289|2.158|mALD|-0.269917|51.550646|Flooding into Monks Park|Flooding at Monks Park|Flooding at Monks Park|Road Impact|||Flood Resiliance
7290|1.083|mALD|-0.354278|51.51301|West Middlesex Golf Course flooding|Flooding at golf course|Flooding at West Middlesex golf course|Location Impact|||Flood Resiliance
7332|1.623|mALD|-0.292657|51.813439|Property flooding in WheathampsteadAllotments flooding in Harpenden|Property flooding Wheathampstead|Flooding to properties at Wheathampstead|Property Impact|||Flood Resiliance
7333|0.502|mALD|-0.103158|51.777876|Road flooding in Bayfordbury Rd|Flooding to Bayfordbury Road|Flooding to Bayfordbury Road|Road Impact|||Flood Resiliance
7333|0.728|mALD|-0.079124|51.778107|Blockage on Brickendon Brook. Road closed to Pub|Flooding at Brickendon Brook|Flooding at Brickendon Brook, road close to pub|Road Impact|||Flood Resiliance
7333|0.745|mALD|-0.087407|51.785872|Property Flooding - Harts Horns Pub|Floodining at pub|Flooding at pub on Hornsmill Road|Property Impact|||Flood Resiliance
7333|0.954|mALD|-0.095371|51.783371|Property Flooding - Riverside Garden Centre, Hornsmill, Warehams Lanes|Flooding to property|Flooding to property|Property Impact|||Flood Resiliance
7338|0.689|mALD|-0.156174|51.883682|Flooding Stevenage Golf Centre|Flooding at golf centre|Flooding at golf centre|Location Impact|||Flood Resiliance
7341|0.616|mALD|-0.089522|51.804121|Flooding to fields behind Molewood Road|Flooding at Molewood Road|Flooding to fields behind Molewood Road|Location Impact|||Flood Resiliance
7341|1.035|mALD|-0.089522|51.804121|Flooding Molewood Road|Flooding at Molewood Road|Flooding at Molewood Road|Road Impact|||Flood Resiliance
7346|0.596|mALD|0.091175|51.885164|Road Flooding Albury Rd, in front of Village Hall|Flooding at Albury Road|Flooding to road at Albury Road, front of Village Hall|Road Impact|||Flood Resiliance
7350|1.401|mALD|0.157787|51.83651|Spellbrook Lane East Public House|Flooding at Spellbrook Lane East|Flooding at Spellbrook Lane East|Road Impact|||Flood Resiliance
7351|1.704|mALD|0.15491|51.81499|Burtons Mill, out of banks flooding|Flooding at Burtons Mill|Flooding at Burtons Mill|Location Impact|||Flood Resiliance
7360|1.111|mALD|0.027202|51.731544|Road Flooding, Middle Street|Flooding at Middle Street|Flooding to road at Middle Street|Road Impact|||Flood Resiliance
7367|1.016|mALD|-0.048245|51.672432|Out of banks, flooding of footpath at Turkey Street|Flooding at Turkey Street|Flooding to footpath at Turkey Street|Location Impact|||Flood Resiliance
7375|6.775|mALD|-0.044616|51.562658|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Lea Bridge Road|Flooding at Lea Bridge Road|Road Impact|||Flood Resiliance
7375|6.775|mALD|-0.042885|51.579479|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Coppermill Lane|Flooding at Coppermill Lane|Road Impact|||Flood Resiliance
7375|6.775|mALD|-0.032454|51.614965|Flooding at Lea Bridge Road, Coppermil Lane, Lower Hall Lane|Flooding at Lower Hall Lane|Flooding at Lower Hall Lane|Road Impact|||Flood Resiliance
7377|1.693|mALD|0.243285|51.701369|Out of bank Shelley Bridge, Moreton Bridge, Ongar Bridge|Defence at Ongar Bridge|Flooding at Ongar Bridge|Defence Impact|||Flood Resiliance
7009|2.304|mALD|0.117832|51.652228|Out of bank flooding into fields downstream of Abridge road bridge|Flooding at Abridge Road|Flooding into fields downstream of Abridge Road bridge|Location Impact|||Flood Resiliance
7009|2.588|mALD|0.119297|51.650753|Water in floodplain in and around Abridge|Flooding at Abridge Road|Flooding to floodplains in and around Abridge|Location Impact|||Flood Resiliance
7382|0.793|mALD|0.18202|51.562338|Garden flooding Gorse Way|Flooding at Gorse Way|Flooding to gardens at Gorse Way|Property Impact|||Flood Resiliance
7384|2.205|mALD|0.249764|51.599609|Flooding to fields upstream of Harold Court Road|Flooding at Harold Court Road|Flooding to fields upstream of Harold Court Road|Location Impact|||Flood Resiliance
7384|2.265|mALD|0.249764|51.599609|Flooding to fields downstream of Harold Court Road|Flooding at Harold Court Road|Flooding to fields downstream of Harold Court Road|Location Impact|||Flood Resiliance
1073|1.95|mALD|0.335155|51.222542|First property to flood|Property flooding Hadlow|Flooding to property at Hadlow|Property Impact|||Flood Resiliance
1073|2.096|mALD|0.335155|51.222542|1 Reported property flooding, several gardens and allotments flooded.|Property flooding Hadlow|Flooding to gardens and allotments|Property Impact|||Flood Resiliance
9124|10.181|mAOD|-0.184187|51.522463|Possible flooding at Little Venice|Flooding at Little Venice|Flooding at Little Venice|Location Impact|1995|January|Flood Resiliance
9124|11.224|mAOD|0.420753|51.223595|Observed. Properties affected by flooding in and around Yalding|Property flooding Yalding|Flooding to properties in Yalding area|Property Impact|2000|October|Flood Resiliance
1036|0.746|mALD|0.189031|51.453768|Barns Cray Road flooded|Flooding at Barnes Cray Road|Flooding to Barnes Cray Road|Property Impact|2014|July|Flood Resiliance
1036|1.2|mALD|0.173309|51.448911|First property to flood , BT Crayford Motor Transport Garage DA1 4HF|Property flooding Dartford|Flooding to properties at Dartford|Property Impact|||Flood Resiliance
1036|1.299|mALD|0.18626|51.454071|Several properties flooded, Crayford Way and Crayford retail park|Property flooding Crayford Way|Flooding to properties at Crayford Way|Property Impact|2013|December|Flood Resiliance
1036|1.299|mALD|0.181539|51.451223|Several properties flooded, Crayford Way and Crayford retail park|Property flooding Crayford retail park|Flooding to properties at Crayford retail park|Property Impact|2013|December|Flood Resiliance
1134|2.66|mAOD|0.806677|51.16464|Lamben Wall and Grove Wall overtopped|Defence at Lamben Wall|Flood defences overflowed at Lamben Wall and Grove Wall|Defence Impact|2014|February|Flood Resiliance
7250|2.54|mALD|-0.187499|51.162733|River Mole and Crawters Brook out of bank|Flooding at River Mole|Flooding at River Mole|Defence Impact|2013|December|Flood Resiliance
7250|2.54|mALD|-0.187499|51.162733|River Mole and Crawters Brook out of bank|Flooding at Crawters Brook|Flooding at Crawters Brook|Defence Impact|2013|December|Flood Resiliance
7254|2.4|mALD|-0.184367|51.175329|River Mole out of bank onto 83 Lee Street's gardens and across fields on left bank of river|Flooding at Lee Street|Flooding to gardens on Lee Street|Property Impact|||Flood Resiliance
7254|2.4|mALD|-0.184753|51.174925|River Mole out of bank onto 83 Lee Street's gardens and across fields on left bank of river|Flooding to fields|Flooding to fields on left hand bank of river|Location Impact|||Flood Resiliance
7254|3.1|mALD|-0.184367|51.175329|First Property to Flood 83 Lee Street|Property at Lee Street|Flooding to property on Lee Street|Property Impact|||Flood Resiliance
7254|3.27|mALD|-0.224898|51.156615||Property flooding Charlwood|Flooding to property at Charlwood|Property Impact|||
7254|3.444|mALD|-0.18881|51.167515||Property flooding Hookwood|Flooding to properties at Hookwood|Property Impact|||Flood Resiliance
7256|3.9|mALD|-0.164284|51.187189|Car Park of Cambridge Hotel Gatwick starts flooding|Flooding at Cambridge Hotel|Flooding at car park of Cambridge Hotel, Gatwick|Location Impact|||Flood Resiliance
7258|2.457|mALD|-0.166428|51.239849|Several Properties Flooded|Property flooding Redhill|Flooding to properties|Property Impact|2013|December|Flood Resiliance
7259|3.046|mALD|-0.168486|51.204702|Restaurant Flooded at Salfords Bridge|Property flooding Salfords|Flooding to property at Salfords|Property Impact|2013|December|Flood Resiliance
7260|1.994|mALD|-0.321914|51.254585|Burford Bridge Hotel flooded|Property flooding Burford Bridge|Flooding to property at Burford Bridge|Property Impact|2014|February|Flood Resiliance
7260|2.056|mALD|-0.322955|51.253742|A24 and Burford Bridge Hotel flooded|Flooding on A24|Flooding on A24|Road Impact|2014|January|Flood Resiliance
7261|3.735|mALD|-0.331094|51.295508|Approximately 100 properties flooded in Leatherhead and Fetcham|Property flooding Leatherhead|Flooding to properties at Leatherhead|Property Impact|2013|December|Flood Resiliance
7261|3.735|mALD|-0.355108|51.289809|Approximately 100 properties flooded in Leatherhead and Fetcham|Property flooding Fetcham|Flooding to properties at Fetcham|Property Impact|2013|December|Flood Resiliance
7292|2.853|mALD|-0.245139|51.379536|31 Properties flooded|Property flooding Worcester Park|Flooding to 31 properties at Worcester Park|Property Impact|2007|July|Flood Resiliance
7295|2.399|mALD|-0.218887|51.390504|29 properties flooded|Property flooding Morden Park|Flooding to 29 properties at Morden Park|Property Impact|2007|July|Flood Resiliance
7297|2.459|mALD|-0.253621|51.399395|14 properties flooded thought to be from SW mainly|Property flooding New Malden|Flooding to 14 properties at New Malden|Property Impact|2007|July|Flood Resiliance
6042|3.65|mAOD|-0.219388|53.088237|Seepage. A153 Flooded. Billinghay properties at risk. Overtopping|Flooding on A153|Flooding on A153|Road Impact|||Flood Resiliance
6042|3.65|mAOD|-0.277124|53.077362|Seepage. A153 Flooded. Billinghay properties at risk. Overtopping|Property flooding Billinghay|Flooding to properties at Billinghay|Property Impact|||Flood Resiliance
6042|4.3|mAOD|-0.183844|53.105058|INFO - onset of flooding of caravans nearest the river in Tattershall|Property flooding Tattershall|Flooding to property at Tattershall|Property Impact|||Flood Resiliance
6071|3.3|mAOD|-0.219388|53.088237|ACT INFO Flooding. A153 Seepage|Flooding on A153|Flooding on A153|Road Impact|||Flood Resiliance
6073|4.1|mAOD|-0.277908|53.077246|Seepage on Billinghay Skirth bank & Floodwalls. A158 Flooded. Overtopping at Carr Dyke, Skirth Road & Plough Inn Potterhanworth Booths.|Defence at Billinghay|Flooding at Billinghay skirth bank and floodwalls|Defence Impact|||Flood Resiliance
6073|4.1|mAOD|-0.219388|53.088237|Seepage on Billinghay Skirth bank & Floodwalls. A158 Flooded. Overtopping at Carr Dyke, Skirth Road & Plough Inn Potterhanworth Booths.|Flooding on A153|Flooding on A153|Road Impact|||Flood Resiliance
6073|4.1|mAOD|-0.271245|53.081118|Seepage on Billinghay Skirth bank & Floodwalls. A158 Flooded. Overtopping at Carr Dyke, Skirth Road & Plough Inn Potterhanworth Booths.|Defence at Skirth Road|Flooding at Carr Dyke and Skirth Road|Defence Impact|||Flood Resiliance
6051|0.916|mALD|-0.62339|52.804276|INFO Floodplain Flooding|Flooding at Colsterworth|Flooding possible on floodplain at Colsterworth|Location Impact|||Flood Resiliance
6112|0.97|mALD|0.057171|53.204444|A158 at Aswardby floods|Flooding on A158|Flooding on A158 at Aswardby|Road Impact|||Flood Resiliance
6222|0.78|mALD|0.108768|53.190241|INFO Flooding|Property flooding Partby|Flooding to property at Partby|Location Impact|||Flood Resiliance
6017|0.65|mALD|-0.009328|53.36706|Overtopping of Lud U/S of Bridge St. Flooding of gardens due to restrictive garden bridges. Orford Beck at Hatcliffe, Waithe Beck through Ashby-cum-Fenby from A16 to Railway Bridge|Defence at Bridge Street|Flooding of Lud upstream of Bridge Street|Defence Impact|||Flood Resiliance
6017|0.65|mALD|-0.172522|53.488882|Overtopping of Lud U/S of Bridge St. Flooding of gardens due to restrictive garden bridges. Orford Beck at Hatcliffe, Waithe Beck through Ashby-cum-Fenby from A16 to Railway Bridge|Flooding at Hatcliffe|Flooding at Orford Beck at Hatcliffe|Location Impact|||Flood Resiliance
6017|0.65|mALD|-0.112694|53.490005|Overtopping of Lud U/S of Bridge St. Flooding of gardens due to restrictive garden bridges. Orford Beck at Hatcliffe, Waithe Beck through Ashby-cum-Fenby from A16 to Railway Bridge|Flooding at Ashby-cum-Fenby|Flooding at Waithe Beck through Ashby-cum-Fenby|Location Impact|||Flood Resiliance
6017|0.65|mALD|-0.02618|53.365393|Overtopping of Lud U/S of Bridge St. Flooding of gardens due to restrictive garden bridges. Orford Beck at Hatcliffe, Waithe Beck through Ashby-cum-Fenby from A16 to Railway Bridge|Flooding on A16|Flooding from A16 to railway bridge|Road Impact|||Flood Resiliance
6027|1.558|mALD|-0.413617|52.688635|property flooding from drain, flooding half-way up garden from main river|Property flooding Shillingthorpe|Flooding to property at Shillingthorpe|Property Impact|2013|January|Flood Resiliance
6239|1.6|mALD|-0.329139|53.385525|INFO A631 ROAD FLOODING -|Flooding on A631|Flooding on A631|Road Impact|||Flood Resiliance
2001|4|mALD|-2.315912|52.377263|Flooding across B4195 (Stourport Rd), Dog Lane, Bewdley.|Flooding at Dog Lane|Flooding at Dog Lane, Bewdley|Road Impact|||Flood Resiliance
2001|4|mALD|-2.301923|52.363894|Flooding across B4195 (Stourport Rd), Dog Lane, Bewdley.|Flooding on B4195|Flooding on B4195 (Stourport Rd) , Bewdley|Road Impact|||
2001|4|mALD|-2.285608|52.338252|Riverside path, Stourport flooded. Severnside IPP|Flooding on Riverside path|Flooding to Riverside path, Stourport|Road Impact|||Flood Resiliance
2001|4|mALD|-2.277664|52.341712|Riverside path, Stourport flooded. Severnside IPP|Flooding at Stourport|Flooding at Stourport|Location Impact|||Flood Resiliance
2001|4.3|mALD|-2.311302|52.374374|3 Beales Corner, Lax Lane, Severnside South|Property flooding Bewdley|Flooding to properties in Bewdley|Property Impact|||
2001|4.3|mALD|-2.312449|52.361397|B4194 at Ribbesford -Larford Farm Cottages nr Lincomb (~5)|Flooding on B194|Flooding on B4194 at Ribblesford|Road Impact|||Flood Resiliance
2001|4.5|mALD|-2.314835|52.377867|Riverside North starts to flood, water across camber of B456 Kidderminster Road|Flooding at Riverside North|Flooding at Riverside North|Location Impact|||Flood Resiliance
2001|4.5|mALD|-2.303626|52.366276|Riverside North starts to flood, water across camber of B456 Kidderminster Road|Flooding on A456|Flooding on A456 Kidderminster Road|Road Impact|||Flood Resiliance
2001|4.6|mALD|-2.308616|52.373435|Road to Manor House starts flooding - Acacia Close, Bewdley affected|Flooding to Acacia Avenue|Flooding on Acacia Avenue, Bewdley|Road Impact|||Flood Resiliance
2001|4.9|mALD|-2.276049|52.275795|B4196 Lenchford Hotel. Water half way up Beales barrier 5 props at Severnside and Baldwin Rd Stourport|Flooding on B4196|Flooding on B4196|Road Impact|||Flood Resiliance
2001|4.9|mALD|-2.270132|52.342028|B4196 Lenchford Hotel. Water half way up Beales barrier 5 props at Severnside and Baldwin Rd Stourport|Flooding to Baldwin Road|Flooding on Baldwin Road, Stourport|Road Impact|||Flood Resiliance
2001|5|mALD|-2.312055|52.376705|Water spills into Pewterers Alley & properties on Riverside North flooded|Flooding to Pewterers Alley|Flooding at Pewterers Alley|Road Impact|||Flood Resiliance
2001|5.2|mALD|-2.271296|52.32979|Sandy Lane and Broaches Meadow, Stourport;  Stourport to Holt Fleet Road flooded at Lenchford Inn|Flooding to Sandy Lane|Flooding on Sandy Lane|Road Impact|||Flood Resiliance
2001|5.2|mALD|-2.276049|52.275795|Sandy Lane and Broaches Meadow, Stourport;  Stourport to Holt Fleet Road flooded at Lenchford Inn|Flooding on B4196|Flooding on Stourport to Holt Fleet Road |Road Impact|||Flood Resiliance
2002|4.76|mALD|-1.944728|52.088959|Waterside, Evesham defences overtopped (July 2007)|Defence at Waterside|Overflowing of flood defences at Waterside, Evesham |Defence Impact|2007|July|Flood Resiliance
2002|3.15|mALD|-1.952038|52.086098|Pershore Bridge starts to flood|Flooding to Pershore Bridge|Flooding at Pershore Bridge |Location Impact|||Flood Resiliance
2002|4.5|mALD|-1.941733|52.091184|Port Street impassable. Extensive numbers of properties in Evesham. Model data.|Flooding to Port Street|Flooding on Port Street |Road Impact|||Flood Resiliance
2002|4.5|mALD|-1.947453|52.092612|Port Street impassable. Extensive numbers of properties in Evesham. Model data.|Property flooding Evesham|Flooding to properties at Evesham|Property Impact|||Flood Resiliance
2002|2.9|mALD|-1.94655|52.087705|Waterside road & Car Park on the Meadow Evesham starts to flood. Weir Meadow Caravan Park flooded.|Flooding to Waterside|Flooding on Waterside and car park at Meadow Evesham |Road Impact|||Flood Resiliance
2002|3.05|mALD|-2.073041|52.109041|Riverside Caravan Park, Eckington|Property flooding Eckington|Flooding to property at Eckington |Property Impact|||Flood Resiliance
2002|3.1|mALD|-1.94655|52.087705|Waterside road floods. Wyre Piddle caravan site access compromised (Church Street)|Flooding to Waterside|Flooding on Waterside, Evesham|Road Impact|||Flood Resiliance
2002|3.1|mALD|-2.055455|52.1247|Waterside road floods. Wyre Piddle caravan site access compromised (Church Street)|Flooding to Church Street|Flooding on Church Street |Road Impact|||Flood Resiliance
2002|3.45|mALD|-1.952038|52.086098|Pershore Bridge Road closure. Water on base of Waterside private defences|Flooding to Pershore Bridge|Flooding at Pershore Road bridge closes road |Road Impact|||Flood Resiliance
2004|6.45|mALD|-2.947672|52.747422|Pentre (Buckley Farm) argae overtops|Defence at Buckley Farm|Overflowing at Buckley Farm, Pentre flood defences |Defence Impact|||Flood Resiliance
2004|6.9|mALD|-2.842884|52.732716|B4380 at Montford Bridge starts to flood|Flooding on B4380|Flooding on B4380 at Montford Bridge |Road Impact|||Flood Resiliance
2004|6.1|mALD|-2.842884|52.732716|First property at Montford Bridge floods|Property flooding Montford Bridge|Flooding to property at Montford Bridge|Property Impact|||Flood Resiliance
2005|5|mALD|-2.593694|52.311194|A4112 Market Street/Teme Street at Tenbury Wells. A443 at Eastham Mill property at Eardiston|Flooding on Market Street and Teme Street|Flooding on Market Street and Teme Street at Tenbury|Road Impact|||Flood Resiliance
2005|5|mALD|-2.447537|52.312239|A4112 Market Street/Teme Street at Tenbury Wells. A443 at Eastham Mill property at Eardiston|Flooding on A443|Flooding on A443 at Eastham Mill, Eardiston|Road Impact|||Flood Resiliance
2005|5.3|mALD|-2.593541|52.310973|B4204 in Tenbury Wells|Flooding on B4204|Flooding on B4204 at Tenbury Wells|Road Impact|||Flood Resiliance
2005|6|mALD|-2.361638|52.198547|A44 at Broadwas. B4197 at Knightwick. B4024 at Ham Bridge. Minor road at Shelsley Beauchamp.|Flooding on A443|Flooding on A44 at Broadwas |Road Impact|||Flood Resiliance
2005|6|mALD|-2.39125|52.202123|A44 at Broadwas. B4197 at Knightwick. B4024 at Ham Bridge. Minor road at Shelsley Beauchamp.|Flooding on B4197|Flooding on B4197 at Knightwick |Road Impact|||Flood Resiliance
2005|6|mALD|-2.385897|52.247436|A44 at Broadwas. B4197 at Knightwick. B4024 at Ham Bridge. Minor road at Shelsley Beauchamp.|Flooding on B4204|Flooding on B4204 at Ham Bridge |Road Impact|||Flood Resiliance
2005|6|mALD|-2.397764|52.260015|A44 at Broadwas. B4197 at Knightwick. B4024 at Ham Bridge. Minor road at Shelsley Beauchamp.|Flooding at Shelsey Beauchamp|Flooding to minor roads at Shelsley Beauchamp |Road Impact|||Flood Resiliance
2016|1.6|mALD|-2.356167|52.558441|6 bungalows in Mill Close, Lower Hall and MillCottage in Worfield impacted|Property flooding Mill Close|Flooding to properties in Mill Close, Worfield|Property Impact|||Flood Resiliance
2016|1.9|mALD|-2.355668|52.555223|6 bungalows in Mill Close, Lower Hall and MillCottage in Worfield impacted|Property flooding Lower Hall|Flooding to properties Lower Hall|Property Impact|||Flood Resiliance
